treatment_order,city_key,grid_id,station_event_id,station_name,wgs84_lon,wgs84_lat,opening_date,opening_month,competing_event_ids,post_treatment_censor_year
2966,xian,g00119x00242,xian_station_c23d476eb51b,西部大道(西太路口)(地铁站),108.8419073,34.1720899,2020-12-28,2020-12,,
2967,xian,g00121x00242,xian_station_6732597c0e4c,造字台(地铁站),108.8419185,34.1825056,2020-12-28,2020-12,,
2968,xian,g00124x00244,xian_station_9e5b847f2910,丈八六路(地铁站),108.8520379,34.1954612,2020-12-28,2020-12,,
2969,xian,g00124x00247,xian_station_06e3483ba0ff,丈八四路(地铁站),108.865911,34.1954645,2020-12-28,2020-12,,
2970,xian,g00124x00249,xian_station_361261460e80,丈八一路(地铁站),108.8801659,34.1954771,2020-12-28,2020-12,,
2971,xian,g00126x00250,xian_station_6bc6deefac2b,省体育馆(地铁站),108.8851518,34.204635,2020-12-28,2020-12,,
2972,xian,g00128x00251,xian_station_42400f487481,木塔寺(地铁站),108.887462,34.2138099,2020-12-28,2020-12,,
2973,xian,g00128x00273,xian_station_6e44c10445e5,黄渠头(地铁站),109.0089617,34.2165612,2020-12-28,2020-12,,
2974,xian,g00129x00271,xian_station_d524928967ea,理工大曲江校区(地铁站),108.9969201,34.2201973,2020-12-28,2020-12,,
2975,xian,g00129x00276,xian_station_ce8c195d2b6b,马腾空(地铁站),109.0235247,34.2202763,2020-12-28,2020-12,,
2976,xian,g00130x00252,xian_station_a83837ea34eb,甘家寨(地铁站),108.8946659,34.2250028,2020-12-28,2020-12,,
2977,xian,g00133x00269,xian_station_be34ad087b9a,雁翔路北口(地铁站),108.9844552,34.239785,2020-12-28,2020-12,,
2978,xian,g00134x00254,xian_station_b99d91c296bf,西北工业大学(地铁站),108.9054462,34.2425139,2020-12-28,2020-12,,
2979,xian,g00134x00257,xian_station_468cb0074b5a,边家村(地铁站),108.9187761,34.2427558,2020-12-28,2020-12,,
2980,xian,g00134x00258,xian_station_5ec468e156d7,省人民医院·黄雁村(地铁站),108.9286497,34.242763,2020-12-28,2020-12,,
2981,xian,g00134x00262,xian_station_1d95eb050699,文艺路(地铁站),108.9508032,34.2427479,2020-12-28,2020-12,,
2982,xian,g00134x00266,xian_station_5098bbea5391,太乙路(地铁站),108.9691025,34.2428105,2020-12-28,2020-12,,
2983,xian,g00135x00219,xian_station_e4f0a82c05f5,高桥站 (西安),108.7132,34.24235,2020-12-28,2020-12,,
2984,xian,g00135x00220,xian_station_34581005d7b9,文教园(地铁站),108.7226532,34.2420122,2020-12-28,2020-12,,
2985,xian,g00135x00224,xian_station_0222f73d6eb4,欢乐谷(地铁站),108.7446787,34.2463716,2020-12-28,2020-12,,
2986,xian,g00135x00226,xian_station_f86647e77456,镐京(地铁站),108.7544017,34.246318,2020-12-28,2020-12,,
2987,xian,g00135x00228,xian_station_af3d9526a14e,复兴大道南(地铁站),108.7656625,34.246327,2020-12-28,2020-12,,
2988,xian,g00135x00232,xian_station_2e9ed75f387e,斗门(地铁站),108.7858551,34.2463195,2020-12-28,2020-12,,
2989,xian,g00135x00235,xian_station_a63639c2967c,王寺(地铁站),108.8008428,34.2467293,2020-12-28,2020-12,,
2990,xian,g00135x00252,xian_station_a41142d5b7d9,丰庆公园(地铁站),108.8953448,34.2478174,2020-12-28,2020-12,,
2991,xian,g00136x00250,xian_station_3535f103d5e5,金光门(地铁站),108.8850029,34.2530913,2020-12-28,2020-12,,
2992,xian,g00137x00208,xian_station_67e64aeb4c25,创新港(地铁站),108.6527627,34.2513039,2020-12-28,2020-12,,
2993,xian,g00137x00238,xian_station_b66e44825f3b,阿房宫南(地铁站),108.8205063,34.2539869,2020-12-28,2020-12,,
2994,xian,g00137x00240,xian_station_6ce72c66d6e7,石桥立交(地铁站),108.8295858,34.25397,2020-12-28,2020-12,,
2995,xian,g00137x00244,xian_station_7112990492fc,西窑头(地铁站),108.8479026,34.2539855,2020-12-28,2020-12,,
2996,xian,g00137x00247,xian_station_ff0bdbaf65ed,汉城南路(地铁站),108.8674876,34.2539763,2020-12-28,2020-12,,
2997,xian,g00139x00209,xian_station_e67cb1514232,创新港东站,108.66211,34.25935,2020-12-28,2020-12,,
2998,xian,g00139x00217,xian_station_939c7843e540,东马坊(地铁站),108.7062047,34.2623507,2020-12-28,2020-12,,
2999,xian,g00141x00212,xian_station_e3e906ac1442,翱翔小镇站,108.67668,34.27012,2020-12-28,2020-12,,
3000,xian,g00141x00214,xian_station_db2ca29a8b80,钓台站,108.68572,34.27014,2020-12-28,2020-12,,
3001,xian,g00141x00216,xian_station_c961af8b4ac6,沣西文化公园(地铁站),108.6967459,34.2701735,2020-12-28,2020-12,,
3002,xian,g00141x00289,xian_station_dc78db2a9b91,香王(地铁站),109.0919156,34.2765713,2020-12-28,2020-12,,
3003,xian,g00142x00292,xian_station_e3f20ca08cc9,灞柳二路(地铁站),109.1098616,34.2819639,2020-12-28,2020-12,,
3004,xian,g00145x00292,xian_station_ba87faea6d56,田王(地铁站),109.1125368,34.297988,2020-12-28,2020-12,,
3005,xian,g00150x00293,xian_station_afcf507bf700,洪庆(地铁站),109.1125341,34.318005,2020-12-28,2020-12,,
3006,xian,g00154x00295,xian_station_831c83a03cc1,紫霞三路(地铁站),109.1270986,34.3351601,2020-12-28,2020-12,,
3007,xian,g00156x00299,xian_station_0c02e3536d2b,凤凰池(地铁站),109.1444219,34.3455909,2020-12-28,2020-12,,
3008,xian,g00158x00302,xian_station_80e68da5f632,鹦鹉寺公园(地铁站),109.1615442,34.3560065,2020-12-28,2020-12,,
3009,xian,g00161x00304,xian_station_d00a640f08eb,芷阳广场(地铁站),109.1732024,34.3665799,2020-12-28,2020-12,,
3010,xian,g00161x00310,xian_station_beabc1df6da8,华清池(地铁站),109.2075,34.3678613,2020-12-28,2020-12,,
3011,xian,g00162x00306,xian_station_e87a2a4d5431,西工程大·西科大(临潼校区)(地铁站),109.1838778,34.3716007,2020-12-28,2020-12,,
3012,xian,g00162x00308,xian_station_d6918712d148,西花园(地铁站),109.1957345,34.3718624,2020-12-28,2020-12,,
3013,xian,g00163x00312,xian_station_451498ec23c4,东三岔(地铁站),109.2166171,34.3788628,2020-12-28,2020-12,,
3014,xian,g00165x00313,xian_station_efd6b9bf4625,银桥大道(地铁站),109.2230935,34.3882615,2020-12-28,2020-12,,
3015,xian,g00167x00315,xian_station_477b1821fba5,秦陵西(地铁站),109.2312092,34.3973717,2020-12-28,2020-12,,
3016,hangzhou,g00199x00335,hangzhou_station_97d54aa16cf2,桂花西路(地铁站),119.9297322,30.0500542,2020-12-30,2020-12,,
3017,hangzhou,g00203x00335,hangzhou_station_312bec698052,公望街(地铁站),119.9288534,30.0681223,2020-12-30,2020-12,,
3018,hangzhou,g00207x00335,hangzhou_station_c1648b7ef966,阳陂湖(地铁站),119.9276228,30.0847938,2020-12-30,2020-12,,
3019,hangzhou,g00210x00335,hangzhou_station_e9f24f879680,高桥(地铁站),119.9268813,30.0973807,2020-12-30,2020-12,,
3020,hangzhou,g00214x00336,hangzhou_station_168ed41f7993,富阳客运中心(地铁站),119.932091,30.11385,2020-12-30,2020-12,,
3021,hangzhou,g00214x00364,hangzhou_station_eedbbd541ecc,双浦站,120.078961,30.118632,2020-12-30,2020-12,,
3022,hangzhou,g00216x00341,hangzhou_station_d529b36b7f49,受降(地铁站),119.9561689,30.1249974,2020-12-30,2020-12,,
3023,hangzhou,g00217x00365,hangzhou_station_b5f2db4ec6e6,科海路(地铁站),120.0822148,30.1318245,2020-12-30,2020-12,,
3024,hangzhou,g00218x00343,hangzhou_station_58a45d07b34c,虎啸杏(地铁站),119.9666795,30.1335482,2020-12-30,2020-12,,
3025,hangzhou,g00220x00346,hangzhou_station_ea1bc2ebdf25,银湖(地铁站),119.9839643,30.1421284,2020-12-30,2020-12,,
3026,hangzhou,g00220x00362,hangzhou_station_84654bee9ed6,霞鸣街(地铁站),120.0683684,30.1455215,2020-12-30,2020-12,,
3027,hangzhou,g00221x00349,hangzhou_station_5101982590d9,野生动物园东(地铁站),119.9969641,30.1492739,2020-12-30,2020-12,,
3028,hangzhou,g00221x00356,hangzhou_station_64430d1525c8,中村(地铁站),120.0339677,30.1496281,2020-12-30,2020-12,,
3029,hangzhou,g00221x00359,hangzhou_station_88058c163a82,音乐学院(地铁站),120.0518525,30.1501137,2020-12-30,2020-12,,
3030,hangzhou,g00222x00367,hangzhou_station_2f13006eed8a,枫桦西路(地铁站),120.0941648,30.1575381,2020-12-30,2020-12,,
3031,hangzhou,g00225x00375,hangzhou_station_12e887132028,西浦路(地铁站),120.132896,30.1710161,2020-12-30,2020-12,,
3032,hangzhou,g00228x00379,hangzhou_station_cbffb48c06bf,伟业路(地铁站),120.1543807,30.1847061,2020-12-30,2020-12,,
3033,hangzhou,g00229x00381,hangzhou_station_f7335a6baeb7,诚业路(地铁站),120.165384,30.1890553,2020-12-30,2020-12,,
3034,hangzhou,g00230x00383,hangzhou_station_73a8a2a33ce2,建业路(地铁站),120.1741257,30.1928525,2020-12-30,2020-12,,
3035,hangzhou,g00231x00412,hangzhou_station_f103793972c5,新街(地铁站),120.3263885,30.2017267,2020-12-30,2020-12,,
3036,hangzhou,g00231x00415,hangzhou_station_11b881028bc5,合欢路(地铁站),120.3390994,30.2004389,2020-12-30,2020-12,,
3037,hangzhou,g00231x00419,hangzhou_station_345af60e726d,盈中(地铁站),120.3584566,30.2000168,2020-12-30,2020-12,,
3038,hangzhou,g00231x00425,hangzhou_station_dcaa450681d6,坎山(地铁站),120.3905115,30.2000573,2020-12-30,2020-12,,
3039,hangzhou,g00232x00408,hangzhou_station_2a84e5b1e4da,新汉路(地铁站),120.3020141,30.2053879,2020-12-30,2020-12,,
3040,hangzhou,g00233x00397,hangzhou_station_e687d2d4b989,明星路站,120.244367,30.207133,2020-12-30,2020-12,,
3041,hangzhou,g00233x00406,hangzhou_station_f9761abcca5e,新兴路(地铁站),120.2907064,30.2072292,2020-12-30,2020-12,,
3042,hangzhou,g00234x00395,hangzhou_station_68f3988dba43,兴议(地铁站),120.2341081,30.2145904,2020-12-30,2020-12,,
3043,hangzhou,g00235x00392,hangzhou_station_2629346beab5,星民(地铁站),120.2193551,30.2156633,2020-12-30,2020-12,,
3044,hangzhou,g00235x00427,hangzhou_station_34dbc0c8e48b,新港(地铁站),120.4038337,30.2215098,2020-12-30,2020-12,,
3045,hangzhou,g00237x00394,hangzhou_station_ef09e660465f,奥体中心(地铁站),120.2284835,30.2265228,2020-12-30,2020-12,,
3046,hangzhou,g00239x00432,hangzhou_station_b319255e3c65,萧山国际机场(地铁站),120.4285668,30.237858,2020-12-30,2020-12,,
3047,hangzhou,g00244x00434,hangzhou_station_605a06f852b9,向阳路(地铁站),120.4379683,30.2624458,2020-12-30,2020-12,,
3048,hangzhou,g00246x00433,hangzhou_station_c2245ce902d1,南阳(地铁站),120.4317438,30.2723987,2020-12-30,2020-12,,
3049,hangzhou,g00247x00428,hangzhou_station_f2887d4e7715,杭州大会展中心(地铁站),120.4073807,30.273454,2020-12-30,2020-12,,
3050,hangzhou,g00247x00431,hangzhou_station_4d6473f6be93,港城大道(地铁站),120.4215254,30.2729546,2020-12-30,2020-12,,
3051,hangzhou,g00247x00443,shaoxing_station_f33afcaf4b05,义蓬站,120.48268,30.27603,2020-12-30,2020-12,,
3052,hangzhou,g00252x00444,hangzhou_station_f9517f5182fc,青六中路(地铁站),120.4868417,30.3001546,2020-12-30,2020-12,,
3053,hangzhou,g00255x00445,hangzhou_station_2b2ac3514ddf,启成路(地铁站),120.4900399,30.3143964,2020-12-30,2020-12,,
3054,hangzhou,g00258x00445,hangzhou_station_144d47e77187,江东二路(地铁站),120.4903672,30.3260479,2020-12-30,2020-12,,
3055,beijing,g00077x00207,beijing_station_d72230602519,屈庄站,116.50123,39.71369,2020-12-31,2020-12,,
3056,beijing,g00079x00207,beijing_station_0b411d1d205d,融兴街站,116.49914,39.72209,2020-12-31,2020-12,,
3057,beijing,g00081x00207,beijing_station_8891a5e920e5,瑞合庄站,116.49736,39.7291,2020-12-31,2020-12,,
3058,beijing,g00083x00206,beijing_station_36add403ed77,太和桥北站,116.49589,39.7399,2020-12-31,2020-12,,
3059,beijing,g00084x00207,beijing_station_8f25e21b8ff6,四海庄站,116.49866,39.74547,2020-12-31,2020-12,,
3060,beijing,g00086x00207,beijing_station_5269e71b7643,九号村站,116.50282,39.7538,2020-12-31,2020-12,,
3061,beijing,g00087x00208,beijing_station_2c61562a88cb,泰河路站,116.50537,39.75888,2020-12-31,2020-12,,
3062,beijing,g00089x00208,beijing_station_76c1bc5368f9,鹿圈东站,116.50804,39.7652,2020-12-31,2020-12,,
3063,beijing,g00091x00209,beijing_station_c88dbff7c11b,亦庄同仁站,116.51237,39.77575,2020-12-31,2020-12,,
3064,beijing,g00093x00211,beijing_station_f98d8f35840b,亦创会展中心站,116.52152,39.78318,2020-12-31,2020-12,,
3065,beijing,g00094x00213,beijing_station_dfc871c7fcac,经海一路站,116.53499,39.78969,2020-12-31,2020-12,,
3066,beijing,g00095x00215,beijing_station_2618483c9c84,定海园西站,116.54595,39.795,2020-12-31,2020-12,,
3067,beijing,g00096x00217,beijing_station_95635cf332ea,定海园站,116.55645,39.80008,2020-12-31,2020-12,,
3068,beijing,g00101x00174,beijing_station_e96ce14b65f5,白盆窑(地铁站),116.307301,39.8183112,2020-12-31,2020-12,,
3069,beijing,g00103x00175,beijing_station_70f456a4ce7a,花乡东桥(地铁站),116.3139581,39.827919,2020-12-31,2020-12,,
3070,beijing,g00124x00178,beijing_station_5e596e088e4e,甘家口(地铁站),116.3283952,39.9218435,2020-12-31,2020-12,,
3071,beijing,g00129x00174,beijing_station_ed1db17ecbba,万寿寺(地铁站),116.3038054,39.946494,2020-12-31,2020-12,,
3072,beijing,g00138x00172,beijing_station_ee6b9d3f8ac0,万泉河桥(地铁站),116.2929462,39.983985,2020-12-31,2020-12,,
3073,chongqing,g00333x00270,chongqing_station_7cccdfd61051,朝天门站,106.5821593,29.5670341,2020-12-31,2020-12,,
3074,chongqing,g00373x00262,chongqing_station_bfe6c734acf1,王家庄(地铁站),106.5419195,29.746289,2020-12-31,2020-12,,
3075,chongqing,g00377x00262,chongqing_station_ee45ff110b46,清溪河(地铁站),106.5442118,29.7668161,2020-12-31,2020-12,,
3076,chongqing,g00381x00263,chongqing_station_61116cada795,刘家院子(地铁站),106.5507653,29.784679,2020-12-31,2020-12,,
3077,chongqing,g00387x00262,chongqing_station_d63656dcb4f2,思源(地铁站),106.5455217,29.8098271,2020-12-31,2020-12,,
3078,chongqing,g00390x00262,chongqing_station_53a187cc1224,复兴(地铁站),106.5462992,29.8249444,2020-12-31,2020-12,,
3079,chongqing,g00392x00262,chongqing_station_c952e4016154,红岩坪(地铁站),106.5456263,29.8358772,2020-12-31,2020-12,,
3080,chongqing,g00395x00264,chongqing_station_049512dd15bb,沙河坝(地铁站),106.5527458,29.8469891,2020-12-31,2020-12,,
3081,hangzhou,g00239x00394,hangzhou_station_a7985cc282c4,博览中心(地铁站),120.2320198,30.2349012,2020-12-31,2020-12,,
3082,wuhan,g00127x00143,wuhan_station_b4d01ae91396,马湖(地铁站),114.3195756,30.4741672,2021-01-02,2021-01,,
3083,wuhan,g00129x00143,wuhan_station_9ff5f182ea27,省农科院站,114.320471,30.484075,2021-01-02,2021-01,,
3084,wuhan,g00130x00208,wuhan_station_2759e783c341,葛店南站,114.65515,30.49221,2021-01-02,2021-01,,
3085,wuhan,g00132x00144,wuhan_station_5fa7153b4f7e,文昌路站,114.3237692,30.4945648,2021-01-02,2021-01,,
3086,wuhan,g00133x00147,wuhan_station_94acb2aaf605,文治街(地铁站),114.3388102,30.5026448,2021-01-02,2021-01,,
3087,wuhan,g00139x00149,wuhan_station_f73a92b01990,街道口(地铁站),114.3479894,30.5289417,2021-01-02,2021-01,,
3088,wuhan,g00141x00149,wuhan_station_4ee839a96d97,小洪山(地铁站),114.3468542,30.5379536,2021-01-02,2021-01,,
3089,wuhan,g00143x00147,wuhan_station_851e926652c0,洪山路(地铁站),114.338301,30.5478483,2021-01-02,2021-01,,
3090,wuhan,g00145x00148,wuhan_station_67cd9017b193,水果湖(地铁站),114.340585,30.5538052,2021-01-02,2021-01,,
3091,wuhan,g00146x00150,wuhan_station_217a3a98d626,中南医院(地铁站),114.351568,30.5591356,2021-01-02,2021-01,,
3092,wuhan,g00148x00151,wuhan_station_f5e1b3003c35,省博湖北日报(地铁站),114.3598175,30.5671675,2021-01-02,2021-01,,
3093,chongqing,g00298x00242,chongqing_station_180d5c7758df,跳磴(地铁站),106.4335688,29.4108726,2021-01-20,2021-01,,
3094,chongqing,g00303x00242,chongqing_station_f8eb8d81f5e5,华岩中心(地铁站),106.4364386,29.4317772,2021-01-20,2021-01,,
3095,chongqing,g00306x00243,chongqing_station_377fe14a2243,金建路(地铁站),106.4380974,29.4451512,2021-01-20,2021-01,,
3096,chongqing,g00309x00243,chongqing_station_847507f89393,中梁山站,106.44209,29.46198,2021-01-20,2021-01,,
3097,chongqing,g00312x00244,chongqing_station_6681bf325e2d,半山站,106.4466306,29.4759611,2021-01-20,2021-01,,
3098,chongqing,g00314x00245,chongqing_station_b9e46cc7950c,华成路(地铁站),106.4495621,29.4830735,2021-01-20,2021-01,,
3099,chongqing,g00317x00243,chongqing_station_352b0cd130df,华岩寺(地铁站),106.4416131,29.4965485,2021-01-20,2021-01,,
3100,chongqing,g00317x00245,chongqing_station_ad76a3090fb4,华龙(地铁站),106.4491884,29.498158,2021-01-20,2021-01,,
3101,chongqing,g00318x00242,chongqing_station_43930796340a,重庆西站,106.43542,29.50274,2021-01-20,2021-01,,
3102,chongqing,g00321x00245,chongqing_station_5d62ffd1a225,凤西路(地铁站),106.4503306,29.5163108,2021-01-20,2021-01,,
3103,chongqing,g00322x00242,chongqing_station_aa544a0b20b3,上桥站,106.4387,29.5207,2021-01-20,2021-01,,
3104,chongqing,g00323x00248,chongqing_station_339082c16d14,巴山(地铁站),106.465583,29.5232139,2021-01-20,2021-01,,
3105,chongqing,g00324x00244,chongqing_station_ebbbc2532b0b,凤鸣山(地铁站),106.4453851,29.5270481,2021-01-20,2021-01,,
3106,chongqing,g00324x00249,chongqing_station_26ed37e3cd89,石新路(地铁站),106.47356,29.5283675,2021-01-20,2021-01,,
3107,shanghai,g00096x00135,shanghai_station_94a9f70bdf06,紫竹高新区站,121.44632,31.02588,2021-01-23,2021-01,,
3108,shanghai,g00100x00134,shanghai_station_fbb235629e28,永德路(地铁站),121.4386127,31.0411208,2021-01-23,2021-01,,
3109,shanghai,g00105x00132,shanghai_station_a3fad4cff0c5,元江路(地铁站),121.4272877,31.0647576,2021-01-23,2021-01,,
3110,shanghai,g00109x00130,shanghai_station_e962dc9081c8,双柏路站,121.4171216,31.0851339,2021-01-23,2021-01,,
3111,shanghai,g00111x00129,shanghai_station_822cd5ec37b4,曙建路(地铁站),121.4132643,31.0925377,2021-01-23,2021-01,,
3112,shanghai,g00113x00129,shanghai_station_a117d0346bff,景西路(地铁站),121.4141273,31.1016352,2021-01-23,2021-01,,
3113,shanghai,g00114x00132,shanghai_station_408507261f09,虹梅南路(地铁站),121.428444,31.10576,2021-01-23,2021-01,,
3114,shanghai,g00116x00134,shanghai_station_45fc9ef64321,景洪路站,121.435782,31.114222,2021-01-23,2021-01,,
3115,shanghai,g00119x00133,shanghai_station_54f14b79a784,朱梅路(地铁站),121.4331955,31.1262807,2021-01-23,2021-01,,
3116,shanghai,g00120x00133,shanghai_station_4d004315dc55,罗秀路(地铁站),121.4311933,31.1334618,2021-01-23,2021-01,,
3117,shanghai,g00123x00131,shanghai_station_14324d3f30d3,华东理工大学(地铁站),121.4243653,31.1461509,2021-01-23,2021-01,,
3118,shanghai,g00125x00132,shanghai_station_978a2527f481,上海南站(地铁站),121.4254169,31.1564687,2021-01-23,2021-01,,
3119,shanghai,g00128x00130,shanghai_station_573f52ced4ba,桂林公园(地铁站),121.4150093,31.1688578,2021-01-23,2021-01,,
3120,shanghai,g00132x00129,shanghai_station_aab6ee68fd6d,吴中路站,121.4092613,31.1862053,2021-01-23,2021-01,,
3121,shanghai,g00133x00127,shanghai_station_ba2d6c5c39fc,姚虹路(地铁站),121.4017574,31.1934041,2021-01-23,2021-01,,
3122,shanghai,g00135x00126,shanghai_station_94df2b3292bd,红宝石路(地铁站),121.3937237,31.2007135,2021-01-23,2021-01,,
3123,shanghai,g00138x00127,shanghai_station_d5c73b3a0aa9,娄山关路(地铁站),121.3994083,31.2130023,2021-01-23,2021-01,,
3124,shanghai,g00141x00126,shanghai_station_6055d8439589,长风公园(地铁站),121.3916699,31.2270924,2021-01-23,2021-01,,
3125,shanghai,g00142x00125,shanghai_station_77191a412885,大渡河路(地铁站),121.3897809,31.2335879,2021-01-23,2021-01,,
3126,shanghai,g00145x00126,shanghai_station_5aed6c107db6,梅岭北路(地铁站),121.3923451,31.2451309,2021-01-23,2021-01,,
3127,shanghai,g00147x00126,shanghai_station_1db85ac38092,铜川路(地铁站),121.3923834,31.2525596,2021-01-23,2021-01,,
3128,shanghai,g00149x00126,shanghai_station_2c93b21b0ecc,上海西站站,121.396,31.2653,2021-01-23,2021-01,,
3129,shanghai,g00152x00125,shanghai_station_cef09acf143b,武威东路(地铁站),121.3874411,31.2774645,2021-01-23,2021-01,,
3130,shanghai,g00154x00125,shanghai_station_4a94b6490552,古浪路(地铁站),121.3875633,31.2863228,2021-01-23,2021-01,,
3131,shanghai,g00156x00124,shanghai_station_540efa8b9627,祁安路(地铁站),121.3801637,31.2933733,2021-01-23,2021-01,,
3132,shanghai,g00157x00123,shanghai_station_d740010aa909,南大路(地铁站),121.3757003,31.3010788,2021-01-23,2021-01,,
3133,shanghai,g00159x00123,shanghai_station_d92580f38c70,丰翔路(地铁站),121.3762249,31.3100299,2021-01-23,2021-01,,
3134,shanghai,g00162x00123,shanghai_station_e938acfd0fd4,锦秋路(地铁站),121.377116,31.3219906,2021-01-23,2021-01,,
3135,shanghai,g00167x00121,shanghai_station_ffcbc27901ea,顾村公园(地铁站),121.3683681,31.3464006,2021-01-23,2021-01,,
3136,chongqing,g00328x00245,chongqing_station_5bb39de449ab,天星桥站,106.45458,29.54471,2021-02-04,2021-02,,
3137,chongqing,g00333x00273,chongqing_station_5c95b4e4d280,仁济(地铁站),106.5959062,29.5678568,2021-02-04,2021-02,,
3138,jinan,g00168x00148,jinan_station_28bace1fa31c,二环西路(地铁站),116.9267378,36.6633027,2021-03-26,2021-03,,
3139,jinan,g00169x00153,jinan_station_a8734971b3da,八里桥(地铁站),116.9564549,36.6700944,2021-03-26,2021-03,,
3140,jinan,g00173x00166,jinan_station_a48e160f9881,北园(地铁站),117.0282695,36.6857132,2021-03-26,2021-03,,
3141,jinan,g00174x00172,jinan_station_7fe33fcffa71,七里堡(地铁站),117.0616993,36.6902439,2021-03-26,2021-03,,
3142,jinan,g00177x00182,jinan_station_ee5ad07073c2,姜家庄(地铁站),117.1214221,36.7059283,2021-03-26,2021-03,,
3143,jinan,g00178x00186,jinan_station_07d8edd333dd,凤凰北路(地铁站),117.1397899,36.7079955,2021-03-26,2021-03,,
3144,luoyang,g00264x00251,luoyang_station_3d1c63766803,牡丹广场(地铁站),112.3908559,34.6576699,2021-03-28,2021-03,,
3145,luoyang,g00265x00247,luoyang_station_40e78ee1f2a4,长安路(地铁站),112.3703082,34.6634409,2021-03-28,2021-03,,
3146,luoyang,g00265x00248,luoyang_station_dc4d5f6c5b08,上海市场(地铁站),112.3791087,34.6609015,2021-03-28,2021-03,,
3147,luoyang,g00265x00253,luoyang_station_133f3a6c4aad,七里河(地铁站),112.4048325,34.6606772,2021-03-28,2021-03,,
3148,luoyang,g00266x00256,luoyang_station_a4e592d859c0,王城公园(地铁站),112.420404,34.6672937,2021-03-28,2021-03,,
3149,luoyang,g00267x00245,luoyang_station_e18b9135594a,武汉路(地铁站),112.3611739,34.6703634,2021-03-28,2021-03,,
3150,luoyang,g00268x00243,luoyang_station_ced11e54668f,秦岭路(地铁站),112.3487694,34.6781517,2021-03-28,2021-03,,
3151,luoyang,g00268x00259,luoyang_station_e9ffa2410022,周王城广场(地铁站),112.4375886,34.6737817,2021-03-28,2021-03,,
3152,luoyang,g00269x00239,luoyang_station_f5a0f236cbea,谷水(地铁站),112.3285421,34.6825001,2021-03-28,2021-03,,
3153,luoyang,g00269x00262,luoyang_station_7758e4836b71,应天门(地铁站),112.4517943,34.679162,2021-03-28,2021-03,,
3154,luoyang,g00270x00264,luoyang_station_61459b1497eb,丽景门(地铁站),112.4622287,34.683033,2021-03-28,2021-03,,
3155,luoyang,g00270x00266,luoyang_station_8d4cde5f962e,洛邑古城(地铁站),112.4760789,34.6853328,2021-03-28,2021-03,,
3156,luoyang,g00270x00268,luoyang_station_b2f8dee68539,夹马营(地铁站),112.4866949,34.6866487,2021-03-28,2021-03,,
3157,luoyang,g00271x00270,luoyang_station_d7ee2b0bdf2e,启明南路站,112.4985441,34.6889833,2021-03-28,2021-03,,
3158,luoyang,g00272x00273,luoyang_station_a81766cf5654,塔湾(地铁站),112.511564,34.6911261,2021-03-28,2021-03,,
3159,luoyang,g00272x00275,luoyang_station_c571d18a6569,史家湾(地铁站),112.5264407,34.6935605,2021-03-28,2021-03,,
3160,luoyang,g00273x00279,luoyang_station_29f0757c2672,杨湾(地铁站),112.5469114,34.6970746,2021-03-28,2021-03,,
3161,luoyang,g00274x00237,luoyang_station_e627fc27b7cf,红山(地铁站),112.3178476,34.7029544,2021-03-28,2021-03,,
3162,shijiazhuang,g00138x00225,shijiazhuang_station_45401a934875,乐乡(地铁站),114.6534409,38.007964,2021-04-06,2021-04,,
3163,shijiazhuang,g00139x00197,shijiazhuang_station_93c1571d603e,汇通路(地铁站),114.4950123,38.0096811,2021-04-06,2021-04,,
3164,shijiazhuang,g00139x00199,shijiazhuang_station_9faaf8080e47,孙村(地铁站),114.5068107,38.009479,2021-04-06,2021-04,,
3165,shijiazhuang,g00139x00201,shijiazhuang_station_ed497cb6067b,塔冢(地铁站),114.5179826,38.0097128,2021-04-06,2021-04,,
3166,shijiazhuang,g00139x00203,shijiazhuang_station_e985e1757306,东王(地铁站),114.5281248,38.0099017,2021-04-06,2021-04,,
3167,shijiazhuang,g00139x00205,shijiazhuang_station_6a37378d6954,南王站,114.54084,38.01018,2021-04-06,2021-04,,
3168,shijiazhuang,g00139x00208,shijiazhuang_station_0fba1eb2a6df,位同(地铁站),114.5574734,38.010541,2021-04-06,2021-04,,
3169,shijiazhuang,g00139x00211,shijiazhuang_station_f66120637cb1,东二环南路(地铁站),114.5722004,38.0108626,2021-04-06,2021-04,,
3170,shijiazhuang,g00139x00213,shijiazhuang_station_351bbaf216ac,西仰陵(地铁站),114.5882779,38.0080342,2021-04-06,2021-04,,
3171,shijiazhuang,g00139x00216,shijiazhuang_station_b86820a9ef36,中仰陵(地铁站),114.6035996,38.0082585,2021-04-06,2021-04,,
3172,shijiazhuang,g00139x00218,shijiazhuang_station_f67bad3188a9,南豆站,114.6153,38.00841,2021-04-06,2021-04,,
3173,shijiazhuang,g00139x00221,shijiazhuang_station_b7c6945ee1fc,太行南大街(地铁站),114.6317871,38.0087819,2021-04-06,2021-04,,
3174,chongqing,g00318x00199,chongqing_station_cc524462b437,沙坡站,106.211754,29.504035,2021-04-16,2021-04,,
3175,chongqing,g00319x00200,chongqing_station_daf68a2f4bff,成渝高铁站,106.218382,29.506934,2021-04-16,2021-04,,
3176,chongqing,g00320x00197,chongqing_station_061680008adf,高观音站,106.204684,29.513523,2021-04-16,2021-04,,
3177,chongqing,g00321x00196,chongqing_station_6d6656420394,刘家嘴站,106.199083,29.519582,2021-04-16,2021-04,,
